bug: apr_pstrmemdup in ap_process_fnmatch_configs, pair: (ap_mpm_query, apr_pstrmemdup), support: 82, confidence: 70.09%
bug: memcmp in ap_method_list_add, pair: (apr_table_get, memcmp), support: 12, confidence: 66.67%
bug: memcmp in ap_method_in_list, pair: (apr_table_get, memcmp), support: 12, confidence: 66.67%
bug: memcmp in ap_method_number_of, pair: (apr_table_get, memcmp), support: 12, confidence: 66.67%
bug: memcmp in ap_method_is_limited, pair: (apr_table_get, memcmp), support: 12, confidence: 66.67%
bug: ap_create_request_config in ap_add_cgi_vars, pair: (ap_create_request_config, syslog), support: 11, confidence: 91.67%
bug: apr_atomic_cas32 in ap_queue_info_try_get_idler, pair: (apr_atomic_cas32, apr_socket_timeout_set), support: 6, confidence: 66.67%
bug: apr_atomic_cas32 in join_workers, pair: (apr_atomic_cas32, apr_socket_timeout_set), support: 6, confidence: 66.67%
bug: apr_atomic_cas32 in event_run, pair: (apr_atomic_cas32, apr_socket_timeout_set), support: 6, confidence: 66.67%
bug: ap_run_default_port in ap_get_server_port, pair: (ap_run_default_port, apr_pstrdup), support: 8, confidence: 88.89%
bug: read in ap_mpm_podx_check, pair: (apr_file_puts, read), support: 3, confidence: 75.00%
bug: apr_off_t_toa in ap_set_content_length, pair: (apr_off_t_toa, apr_palloc), support: 3, confidence: 75.00%
bug: apr_strtoi64 in ap_timeout_parameter_parse, pair: (apr_strtoi64, strrchr), support: 12, confidence: 80.00%
bug: apr_strtoi64 in set_keep_alive_timeout, pair: (apr_strtoi64, strrchr), support: 12, confidence: 80.00%
bug: apr_strtoi64 in basic_http_header_check, pair: (apr_strtoi64, strrchr), support: 12, confidence: 80.00%
bug: ap_run_default_port in ap_construct_server, pair: (ap_run_default_port, apr_pstrcat), support: 7, confidence: 77.78%
bug: ap_run_default_port in ap_get_server_port, pair: (ap_run_default_port, apr_pstrcat), support: 7, confidence: 77.78%
bug: ap_remove_output_filter in ap_internal_fast_redirect, pair: (ap_discard_request_body, ap_remove_output_filter), support: 10, confidence: 90.91%
bug: ap_getparents in op_url_subr, pair: (ap_getparents, ap_recent_ctime_ex), support: 14, confidence: 77.78%
bug: ap_getparents in ap_add_cgi_vars, pair: (ap_getparents, ap_recent_ctime_ex), support: 14, confidence: 77.78%
bug: ap_getparents in ap_sub_req_lookup_uri, pair: (ap_getparents, ap_recent_ctime_ex), support: 14, confidence: 77.78%
bug: ap_getparents in op_file_subr, pair: (ap_getparents, ap_recent_ctime_ex), support: 14, confidence: 77.78%
bug: ap_expr_exec_ctx in ap_if_walk_sub, pair: (ap_expr_exec_ctx, strncmp), support: 8, confidence: 72.73%
bug: ap_expr_exec_ctx in ap_if_walk, pair: (ap_expr_exec_ctx, strncmp), support: 8, confidence: 72.73%
bug: ap_expr_exec_ctx in ap_send_error_response, pair: (ap_expr_exec_ctx, strncmp), support: 8, confidence: 72.73%
bug: ap_process_request_internal in ap_http_header_filter, pair: (ap_process_request_internal, apr_uri_parse), support: 8, confidence: 80.00%
bug: ap_process_request_internal in ap_process_request, pair: (ap_process_request_internal, apr_uri_parse), support: 8, confidence: 80.00%
bug: apr_signal in sig_coredump, pair: (apr_pollset_wakeup, apr_signal), support: 4, confidence: 66.67%
bug: apr_signal in fatal_signal_cleanup, pair: (apr_pollset_wakeup, apr_signal), support: 4, confidence: 66.67%
bug: prep_walk_cache in ap_sub_req_lookup_uri, pair: (apr_file_puts, prep_walk_cache), support: 15, confidence: 93.75%
bug: apr_array_cat in default_handler, pair: (ap_rvputs, apr_array_cat), support: 8, confidence: 66.67%
bug: ap_rvputs in ap_http_header_filter, pair: (ap_rvputs, apr_array_cat), support: 8, confidence: 80.00%
bug: apr_array_cat in ap_send_http_options, pair: (ap_rvputs, apr_array_cat), support: 8, confidence: 66.67%
bug: apr_array_cat in make_allow, pair: (ap_rvputs, apr_array_cat), support: 8, confidence: 66.67%
bug: ap_rvputs in ap_process_request, pair: (ap_rvputs, apr_array_cat), support: 8, confidence: 80.00%
bug: apr_array_cat in ap_send_error_response, pair: (ap_rvputs, apr_array_cat), support: 8, confidence: 66.67%
bug: apr_rfc822_date in default_handler, pair: (apr_rfc822_date, apr_table_overlap), support: 8, confidence: 80.00%
bug: apr_table_overlap in ap_add_common_vars, pair: (apr_rfc822_date, apr_table_overlap), support: 8, confidence: 88.89%
bug: apr_rfc822_date in ap_set_last_modified, pair: (apr_rfc822_date, apr_table_overlap), support: 8, confidence: 80.00%
bug: ap_is_recursion_limit_exceeded in ap_http_header_filter, pair: (ap_get_brigade, ap_is_recursion_limit_exceeded), support: 9, confidence: 90.00%
bug: memcmp in ap_allow_methods, pair: (apr_pstrdup, memcmp), support: 12, confidence: 66.67%
bug: memcmp in ap_method_list_remove, pair: (apr_pstrdup, memcmp), support: 12, confidence: 66.67%
bug: memcmp in ap_method_list_add, pair: (apr_pstrdup, memcmp), support: 12, confidence: 66.67%
bug: memcmp in ap_method_in_list, pair: (apr_pstrdup, memcmp), support: 12, confidence: 66.67%
bug: memcmp in ap_method_number_of, pair: (apr_pstrdup, memcmp), support: 12, confidence: 66.67%
bug: memcmp in ap_method_is_limited, pair: (apr_pstrdup, memcmp), support: 12, confidence: 66.67%
bug: apr_pollset_remove in process_timeout_queue, pair: (apr_pollset_remove, setsockopt), support: 6, confidence: 66.67%
bug: apr_pollset_remove in join_workers, pair: (apr_pollset_remove, setsockopt), support: 6, confidence: 66.67%
bug: apr_pollset_remove in event_run, pair: (apr_pollset_remove, setsockopt), support: 6, confidence: 66.67%
bug: apr_table_overlay in ap_cookie_read, pair: (apr_rfc822_date, apr_table_overlay), support: 8, confidence: 66.67%
bug: apr_table_overlay in ap_internal_fast_redirect, pair: (apr_rfc822_date, apr_table_overlay), support: 8, confidence: 66.67%
bug: apr_rfc822_date in default_handler, pair: (apr_rfc822_date, apr_table_overlay), support: 8, confidence: 80.00%
bug: apr_table_overlay in ap_http_header_filter, pair: (apr_rfc822_date, apr_table_overlay), support: 8, confidence: 66.67%
bug: apr_table_overlay in ap_http_filter, pair: (apr_rfc822_date, apr_table_overlay), support: 8, confidence: 66.67%
bug: apr_rfc822_date in ap_set_last_modified, pair: (apr_rfc822_date, apr_table_overlay), support: 8, confidence: 80.00%
bug: apr_brigade_create in core_upgrade_handler, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: apr_brigade_create in ap_send_interim_response, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: ap_pass_brigade in ap_old_write_filter, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 89.74%
bug: apr_brigade_create in ap_xml_parse_input, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: apr_brigade_create in core_create_proxy_req, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: ap_pass_brigade in bail_out_on_error, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 89.74%
bug: apr_brigade_create in ap_save_brigade, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: apr_brigade_create in core_upgrade_storage, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: apr_brigade_create in ap_discard_request_body, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: ap_pass_brigade in ap_http_outerror_filter, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 89.74%
bug: apr_brigade_create in setaside_remaining_output, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: ap_pass_brigade in ap_sub_req_output_filter, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 89.74%
bug: apr_brigade_create in ap_get_client_block, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: apr_brigade_create in ap_get_mime_headers, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: apr_brigade_create in ap_getline, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: apr_brigade_create in ap_byterange_filter, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: apr_brigade_create in ap_core_input_filter, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: apr_brigade_create in core_create_req, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: apr_brigade_create in ap_core_output_filter, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: apr_brigade_create in ap_parse_form_data, pair: (ap_pass_brigade, apr_brigade_create), support: 35, confidence: 68.63%
bug: apr_os_file_get in ap_mpm_podx_check, pair: (apr_os_file_get, apr_time_exp_lt), support: 3, confidence: 75.00%
bug: apr_table_elts in ap_create_environment, pair: (apr_table_elts, apr_time_now), support: 13, confidence: 86.67%
bug: apr_table_elts in ap_fcgi_encoded_env_len, pair: (apr_table_elts, apr_time_now), support: 13, confidence: 86.67%
bug: apr_date_parse_http in ap_meets_conditions, pair: (apr_date_parse_http, find_list_item), support: 9, confidence: 69.23%
bug: apr_date_parse_http in ap_condition_if_modified_since, pair: (apr_date_parse_http, find_list_item), support: 9, confidence: 69.23%
bug: apr_date_parse_http in ap_condition_if_unmodified_since, pair: (apr_date_parse_http, find_list_item), support: 9, confidence: 69.23%
bug: apr_date_parse_http in ap_condition_if_range, pair: (apr_date_parse_http, find_list_item), support: 9, confidence: 69.23%
bug: apr_table_copy in ap_set_sub_req_protocol, pair: (apr_pstrdup, apr_table_copy), support: 6, confidence: 85.71%
bug: ap_rvputs in ap_http_header_filter, pair: (ap_rvputs, unescape_url), support: 8, confidence: 80.00%
bug: unescape_url in ap_sub_req_lookup_uri, pair: (ap_rvputs, unescape_url), support: 8, confidence: 80.00%
bug: unescape_url in op_file_subr, pair: (ap_rvputs, unescape_url), support: 8, confidence: 80.00%
bug: ap_rvputs in ap_read_request, pair: (ap_rvputs, unescape_url), support: 8, confidence: 80.00%
bug: apr_atomic_read32 in ap_queue_info_num_idlers, pair: (apr_atomic_casptr, apr_atomic_read32), support: 7, confidence: 77.78%
bug: apr_atomic_read32 in decrement_connection_count, pair: (apr_atomic_casptr, apr_atomic_read32), support: 7, confidence: 77.78%
bug: getpid in core_generate_log_id, pair: (apr_os_thread_current, getpid), support: 209, confidence: 97.66%
bug: getpid in ap_fatal_signal_child_setup, pair: (apr_os_thread_current, getpid), support: 209, confidence: 97.66%
bug: apr_os_thread_current in log_tid, pair: (apr_os_thread_current, getpid), support: 209, confidence: 99.52%
bug: getpid in ap_append_pid, pair: (apr_os_thread_current, getpid), support: 209, confidence: 97.66%
bug: getpid in log_pid, pair: (apr_os_thread_current, getpid), support: 209, confidence: 97.66%
bug: getpid in core_child_init, pair: (apr_os_thread_current, getpid), support: 209, confidence: 97.66%
bug: apr_table_copy in make_sub_request, pair: (ap_expr_exec, apr_table_copy), support: 5, confidence: 71.43%
bug: apr_table_copy in ap_set_sub_req_protocol, pair: (ap_expr_exec, apr_table_copy), support: 5, confidence: 71.43%
bug: ap_process_request_internal in ap_http_header_filter, pair: (ap_expr_exec, ap_process_request_internal), support: 8, confidence: 80.00%
bug: ap_process_request_internal in ap_read_request, pair: (ap_expr_exec, ap_process_request_internal), support: 8, confidence: 80.00%
bug: ap_run_quick_handler in op_url_subr, pair: (ap_is_url, ap_run_quick_handler), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_add_cgi_vars, pair: (ap_is_url, ap_run_quick_handler), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_sub_req_lookup_uri, pair: (ap_is_url, ap_run_quick_handler), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_run_sub_req, pair: (ap_is_url, ap_run_quick_handler), support: 10, confidence: 66.67%
bug: ap_run_quick_handler in ap_sub_req_method_uri, pair: (ap_is_url, ap_run_quick_handler), support: 10, confidence: 66.67%
bug: sigaddset in event_run, pair: (apr_thread_mutex_unlock, sigaddset), support: 3, confidence: 75.00%
bug: sigaddset in listener_thread, pair: (apr_shm_detach, sigaddset), support: 3, confidence: 75.00%
bug: apr_shm_detach in ap_reopen_scoreboard, pair: (apr_shm_detach, sigaddset), support: 3, confidence: 75.00%
bug: ap_get_status_line in basic_http_header_check, pair: (ap_get_status_line, apr_file_flush), support: 5, confidence: 83.33%
bug: ap_get_brigade in ap_rgetline_core, pair: (ap_find_module_short_name, ap_get_brigade), support: 18, confidence: 75.00%
bug: ap_get_brigade in ap_finalize_request_protocol, pair: (ap_find_module_short_name, ap_get_brigade), support: 18, confidence: 75.00%
bug: ap_get_brigade in ap_discard_request_body, pair: (ap_find_module_short_name, ap_get_brigade), support: 18, confidence: 75.00%
bug: ap_get_brigade in ap_get_client_block, pair: (ap_find_module_short_name, ap_get_brigade), support: 18, confidence: 75.00%
bug: ap_get_brigade in ap_getline, pair: (ap_find_module_short_name, ap_get_brigade), support: 18, confidence: 75.00%
bug: ap_get_brigade in ap_parse_form_data, pair: (ap_find_module_short_name, ap_get_brigade), support: 18, confidence: 75.00%
bug: apr_bucket_flush_create in ap_flush_conn, pair: (apr_bucket_flush_create, apr_cpystrn), support: 11, confidence: 73.33%
bug: apr_bucket_flush_create in ap_fflush, pair: (apr_bucket_flush_create, apr_cpystrn), support: 11, confidence: 73.33%
bug: apr_bucket_flush_create in ap_rflush, pair: (apr_bucket_flush_create, apr_cpystrn), support: 11, confidence: 73.33%
bug: apr_bucket_flush_create in ap_shutdown_conn, pair: (apr_bucket_flush_create, apr_cpystrn), support: 11, confidence: 73.33%
bug: apr_socket_shutdown in ap_lingering_close, pair: (apr_getnameinfo, apr_socket_shutdown), support: 3, confidence: 75.00%
bug: ap_get_status_line in ap_http_filter, pair: (ap_get_status_line, ap_recent_ctime_ex), support: 4, confidence: 66.67%
bug: ap_get_status_line in basic_http_header_check, pair: (ap_get_status_line, ap_recent_ctime_ex), support: 4, confidence: 66.67%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_parse_uri, ap_run_insert_filter), support: 10, confidence: 83.33%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_parse_uri, ap_run_insert_filter), support: 10, confidence: 83.33%
bug: apr_file_info_get in file_func, pair: (ap_find_module_short_name, apr_file_info_get), support: 5, confidence: 71.43%
bug: apr_file_info_get in process_resource_config_cb, pair: (ap_find_module_short_name, apr_file_info_get), support: 5, confidence: 71.43%
bug: ap_no2slash in ap_add_cgi_vars, pair: (ap_escape_errorlog_item, ap_no2slash), support: 16, confidence: 88.89%
bug: ap_no2slash in ap_sub_req_lookup_uri, pair: (ap_escape_errorlog_item, ap_no2slash), support: 16, confidence: 88.89%
bug: apr_bucket_flush_create in ap_flush_conn, pair: (apr_bucket_flush_create, apr_snprintf), support: 11, confidence: 73.33%
bug: apr_bucket_flush_create in ap_fflush, pair: (apr_bucket_flush_create, apr_snprintf), support: 11, confidence: 73.33%
bug: apr_bucket_flush_create in ap_rflush, pair: (apr_bucket_flush_create, apr_snprintf), support: 11, confidence: 73.33%
bug: apr_bucket_flush_create in ap_shutdown_conn, pair: (apr_bucket_flush_create, apr_snprintf), support: 11, confidence: 73.33%
bug: unescape_url in ap_sub_req_lookup_uri, pair: (apr_file_puts, unescape_url), support: 9, confidence: 90.00%
bug: ap_run_post_read_request in ap_http_header_filter, pair: (ap_run_post_read_request, apr_pstrndup), support: 8, confidence: 80.00%
bug: ap_run_post_read_request in ap_read_request, pair: (ap_run_post_read_request, apr_pstrndup), support: 8, confidence: 80.00%
bug: unescape_url in ap_process_request, pair: (apr_array_cat, unescape_url), support: 7, confidence: 70.00%
bug: unescape_url in ap_sub_req_lookup_uri, pair: (apr_array_cat, unescape_url), support: 7, confidence: 70.00%
bug: unescape_url in op_file_subr, pair: (apr_array_cat, unescape_url), support: 7, confidence: 70.00%
bug: ap_index_of_response in ap_custom_response, pair: (ap_discard_request_body, ap_index_of_response), support: 10, confidence: 83.33%
bug: ap_index_of_response in set_error_document, pair: (ap_discard_request_body, ap_index_of_response), support: 10, confidence: 83.33%
bug: geteuid in ap_unixd_set_global_mutex_perms, pair: (apr_vsnprintf, geteuid), support: 6, confidence: 75.00%
bug: geteuid in ap_unixd_set_proc_mutex_perms, pair: (apr_vsnprintf, geteuid), support: 6, confidence: 75.00%
bug: ap_run_insert_filter in ap_http_header_filter, pair: (ap_run_insert_filter, apr_pool_create_ex), support: 9, confidence: 75.00%
bug: ap_run_insert_filter in ap_invoke_handler, pair: (ap_run_insert_filter, apr_pool_create_ex), support: 9, confidence: 75.00%
bug: ap_run_insert_filter in ap_run_sub_req, pair: (ap_run_insert_filter, apr_pool_create_ex), support: 9, confidence: 75.00%
bug: apr_pool_userdata_setn in ap_process_request_after_handler, pair: (apr_pool_userdata_setn, apr_pstrmemdup), support: 5, confidence: 83.33%
bug: apr_filepath_root in ap_os_is_path_absolute, pair: (apr_filepath_merge, apr_filepath_root), support: 4, confidence: 80.00%
bug: ap_satisfies in op_url_subr, pair: (ap_escape_html2, ap_satisfies), support: 16, confidence: 84.21%
bug: ap_escape_html2 in ap_if_walk_sub, pair: (ap_escape_html2, ap_satisfies), support: 16, confidence: 72.73%
bug: ap_satisfies in ap_add_cgi_vars, pair: (ap_escape_html2, ap_satisfies), support: 16, confidence: 84.21%
